# Started Thu Oct 16 13:20:31 2025
stream_id,event_id,sampled_ts,arrival_ts,event_ts,datatype,unit,value,origin,reconstructed_value,reconstruction_method,confidence,reconstruction_flag,status,source,extras
speed-1,speed-1_4,1760635233.104453,1760635233.104453,1760635233.104453,float,km/h,16.069637194081196,source,13.042708304935356,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_3,1760635233.104453,1760635233.104453,1760635233.104453,float,%,49.45744296825099,source,49.647719581447916,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_5,1760635233.44972,1760635233.44972,1760635233.44972,float,C,70.81822858907003,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_5,1760635233.44972,1760635233.44972,1760635233.44972,float,C,70.81822858907003,source,70.40011401654262,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_5,None,1760635234.1087716,1760635234.0967226,float,km/h,11.634476693431925,missing,11.634476693431925,KalmanFilter,0.8021882499744176,True,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_6,1760635234.3430362,1760635234.3430362,1760635234.3430362,float,C,71.5260947976113,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_6,1760635234.3430362,1760635234.3430362,1760635234.3430362,float,C,71.5260947976113,source,70.87757603952062,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_4,1760635234.3578181,1760635234.3578181,1760635234.3578181,float,%,48.955108607913644,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_4,1760635234.3578181,1760635234.3578181,1760635234.3578181,float,%,48.955108607913644,source,49.43951594831732,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_6,1760635235.1053069,1760635235.1053069,1760635235.1053069,float,km/h,16.300050579859043,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_6,1760635235.1053069,1760635235.1053069,1760635235.1053069,float,km/h,16.300050579859043,source,14.32827810484467,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_7,None,1760635235.2308075,1760635235.2167234,float,C,70.82583148227593,missing,70.82583148227593,KalmanFilter,0.8853723081425195,True,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_5,1760635235.605668,1760635235.605668,1760635235.605668,float,%,48.83889256524602,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_5,1760635235.605668,1760635235.605668,1760635235.605668,float,%,48.83889256524602,source,49.26520447264647,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_7,1760635236.1016386,1760635236.1016386,1760635236.1016386,float,km/h,16.32225609425748,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_7,1760635236.1016386,1760635236.1016386,1760635236.1016386,float,km/h,16.32225609425748,source,15.085269662281576,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_8,1760635236.1170738,1760635236.1170738,1760635236.1170738,float,C,71.85804083551095,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_8,1760635236.1170738,1760635236.1170738,1760635236.1170738,float,C,71.85804083551095,source,71.38867887258387,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_6,1760635236.8523345,1760635236.8523345,1760635236.8523345,float,%,48.490055413859324,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_6,1760635236.8523345,1760635236.8523345,1760635236.8523345,float,%,48.490055413859324,source,49.04433020709775,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_9,None,1760635237.009919,1760635236.9967237,float,C,71.36947487065946,missing,71.36947487065946,KalmanFilter,0.8716191663755088,True,reconstructed,SimulatedStream,{}
speed-1,speed-1_8,1760635237.1044216,1760635237.1044216,1760635237.1044216,float,km/h,13.581396186690473,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_8,1760635237.1044216,1760635237.1044216,1760635237.1044216,float,km/h,13.581396186690473,source,13.898148194858901,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_10,1760635237.8894753,1760635237.8894753,1760635237.8894753,float,C,70.0,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_10,1760635237.8894753,1760635237.8894753,1760635237.8894753,float,C,70.0,source,70.55254732248164,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_7,1760635238.1100526,1760635238.1100526,1760635238.1100526,float,%,48.7360855086499,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_9,1760635238.1100526,1760635238.1100526,1760635238.1100526,float,km/h,9.416297238884544,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_7,1760635238.1100526,1760635238.1100526,1760635238.1100526,float,%,48.7360855086499,source,48.954775927172435,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_9,1760635238.1100526,1760635238.1100526,1760635238.1100526,float,km/h,9.416297238884544,source,11.018465702494208,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_11,1760635238.779561,1760635238.779561,1760635238.779561,float,C,72.99195881719191,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_11,1760635238.779561,1760635238.779561,1760635238.779561,float,C,72.99195881719191,source,71.74888019640956,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_10,1760635239.1076229,1760635239.1076229,1760635239.1076229,float,km/h,14.195187423167008,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_10,1760635239.1076229,1760635239.1076229,1760635239.1076229,float,km/h,14.195187423167008,source,12.351229458547419,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_8,1760635239.3539793,1760635239.3539793,1760635239.3539793,float,%,48.871797234167936,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_8,1760635239.3539793,1760635239.3539793,1760635239.3539793,float,%,48.871797234167936,source,48.927707929861036,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_12,1760635239.6822312,1760635239.6822312,1760635239.6822312,float,C,74.35392336021873,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_12,1760635239.6822312,1760635239.6822312,1760635239.6822312,float,C,74.35392336021873,source,72.99879014712778,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_11,1760635240.1026087,1760635240.1026087,1760635240.1026087,float,km/h,10.00221365423906,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_11,1760635240.1026087,1760635240.1026087,1760635240.1026087,float,km/h,10.00221365423906,source,10.696581819766854,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_13,1760635240.5693288,1760635240.5693288,1760635240.5693288,float,C,74.98055961104103,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_13,1760635240.5693288,1760635240.5693288,1760635240.5693288,float,C,74.98055961104103,source,73.97536803957023,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_9,1760635240.6015053,1760635240.6015053,1760635240.6015053,float,%,48.77356097957433,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_9,1760635240.6015053,1760635240.6015053,1760635240.6015053,float,%,48.77356097957433,source,48.88080343450787,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_12,1760635241.1027014,1760635241.1027014,1760635241.1027014,float,km/h,11.562884276381755,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_12,1760635241.1027014,1760635241.1027014,1760635241.1027014,float,km/h,11.562884276381755,source,10.820806927953631,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_14,1760635241.4623487,1760635241.4623487,1760635241.4623487,float,C,71.51356012564939,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_14,1760635241.4623487,1760635241.4623487,1760635241.4623487,float,C,71.51356012564939,source,72.8923233383649,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_10,1760635241.852864,1760635241.852864,1760635241.852864,float,%,49.12514347671837,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_10,1760635241.852864,1760635241.852864,1760635241.852864,float,%,49.12514347671837,source,48.94411109429063,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_13,1760635242.1008766,1760635242.1008766,1760635242.1008766,float,km/h,16.364946811036216,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_13,1760635242.1008766,1760635242.1008766,1760635242.1008766,float,km/h,16.364946811036216,source,13.678358682834002,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_15,1760635242.3511314,1760635242.3511314,1760635242.3511314,float,C,71.57249031773836,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_15,1760635242.3511314,1760635242.3511314,1760635242.3511314,float,C,71.57249031773836,source,72.30789998890222,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_14,None,1760635243.0976267,1760635243.0967226,float,km/h,13.493899303010211,missing,13.493899303010211,KalmanFilter,0.7892609171313467,True,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_11,1760635243.1131601,1760635243.1131601,1760635243.1131601,float,%,49.349075564296825,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_11,1760635243.1131601,1760635243.1131601,1760635243.1131601,float,%,49.349075564296825,source,49.05240462131045,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_16,1760635243.238139,1760635243.238139,1760635243.238139,float,C,70.0,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_16,1760635243.238139,1760635243.238139,1760635243.238139,float,C,70.0,source,71.23779128485452,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_15,1760635244.1095855,1760635244.1095855,1760635244.1095855,float,km/h,24.96863817960033,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_17,1760635244.1252131,1760635244.1252131,1760635244.1252131,float,C,70.0,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_15,1760635244.1095855,1760635244.1095855,1760635244.1095855,float,km/h,24.96863817960033,source,21.4929272456152,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_17,1760635244.1252131,1760635244.1252131,1760635244.1252131,float,C,70.0,source,70.63352142332334,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_12,1760635244.357158,1760635244.357158,1760635244.357158,float,%,49.36259747263992,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_12,1760635244.357158,1760635244.357158,1760635244.357158,float,%,49.36259747263992,source,49.13523109080403,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_18,1760635245.0084646,1760635245.0084646,1760635245.0084646,float,C,73.69927240487576,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_18,1760635245.0084646,1760635245.0084646,1760635245.0084646,float,C,73.69927240487576,source,72.03804905917191,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_16,None,1760635245.1014116,1760635245.0967226,float,km/h,22.543138120615247,missing,22.543138120615247,KalmanFilter,0.7685362052417816,True,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_13,1760635245.6142917,1760635245.6142917,1760635245.6142917,float,%,49.484733479807645,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_13,1760635245.6142917,1760635245.6142917,1760635245.6142917,float,%,49.484733479807645,source,49.22959210157042,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_19,1760635245.9091394,1760635245.9091394,1760635245.9091394,float,C,74.3393566705482,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_19,1760635245.9091394,1760635245.9091394,1760635245.9091394,float,C,74.3393566705482,source,73.13476898543034,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_17,None,1760635246.1121643,1760635246.0967226,float,km/h,23.695517127610042,missing,23.695517127610042,KalmanFilter,0.6607986723796714,True,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_20,1760635246.7911115,1760635246.7911115,1760635246.7911115,float,C,75.20556868551915,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_20,1760635246.7911115,1760635246.7911115,1760635246.7911115,float,C,75.20556868551915,source,74.16280851419815,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_14,1760635246.8535824,1760635246.8535824,1760635246.8535824,float,%,49.6256443967373,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_14,1760635246.8535824,1760635246.8535824,1760635246.8535824,float,%,49.6256443967373,source,49.337585326716365,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_18,None,1760635247.1014957,1760635247.0967226,float,km/h,24.950064266599586,missing,24.950064266599586,KalmanFilter,0.5594973422864565,True,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_21,1760635247.6789637,1760635247.6789637,1760635247.6789637,float,C,77.01447195759216,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_21,1760635247.6789637,1760635247.6789637,1760635247.6789637,float,C,77.01447195759216,source,75.59712041325473,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_19,None,1760635248.1007771,1760635248.0967226,float,km/h,26.30677953758388,missing,26.30677953758388,KalmanFilter,0.46835293339830253,True,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_15,1760635248.1007771,1760635248.1007771,1760635248.1007771,float,%,49.254799391283846,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_15,1760635248.1007771,1760635248.1007771,1760635248.1007771,float,%,49.254799391283846,source,49.313552612649424,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_22,1760635248.5688405,1760635248.5688405,1760635248.5688405,float,C,78.7350811117454,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_22,1760635248.5688405,1760635248.5688405,1760635248.5688405,float,C,78.7350811117454,source,77.21782246841781,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_20,1760635249.1121948,1760635249.1121948,1760635249.1121948,float,km/h,8.276393256922988,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_20,1760635249.1121948,1760635249.1121948,1760635249.1121948,float,km/h,8.276393256922988,source,10.478481418744849,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_16,1760635249.3485668,1760635249.3485668,1760635249.3485668,float,%,48.99903720367036,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_16,1760635249.3485668,1760635249.3485668,1760635249.3485668,float,%,48.99903720367036,source,49.22505182721123,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_23,1760635249.458769,1760635249.458769,1760635249.458769,float,C,80.25887444465992,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_23,1760635249.458769,1760635249.458769,1760635249.458769,float,C,80.25887444465992,source,78.84849177187952,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_21,1760635250.1132379,1760635250.1132379,1760635250.1132379,float,km/h,1.5447551643523632,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_21,1760635250.1132379,1760635250.1132379,1760635250.1132379,float,km/h,1.5447551643523632,source,4.607585460403419,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_24,1760635250.3631847,1760635250.3631847,1760635250.3631847,float,C,81.08934964422967,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_24,1760635250.3631847,1760635250.3631847,1760635250.3631847,float,C,81.08934964422967,source,80.15309624528982,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_17,1760635250.6129994,1760635250.6129994,1760635250.6129994,float,%,48.50408888638313,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_17,1760635250.6129994,1760635250.6129994,1760635250.6129994,float,%,48.50408888638313,source,49.023103627623414,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_22,1760635251.1096852,1760635251.1096852,1760635251.1096852,float,km/h,2.7591965769631326,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_22,1760635251.1096852,1760635251.1096852,1760635251.1096852,float,km/h,2.7591965769631326,source,2.977650662773502,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_25,1760635251.2483568,1760635251.2483568,1760635251.2483568,float,C,80.58176973128614,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_25,1760635251.2483568,1760635251.2483568,1760635251.2483568,float,C,80.58176973128614,source,80.6348379159876,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_18,1760635251.85522,1760635251.85522,1760635251.85522,float,%,48.7781335785895,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_18,1760635251.85522,1760635251.85522,1760635251.85522,float,%,48.7781335785895,source,48.95179608007478,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_23,1760635252.1042848,1760635252.1042848,1760635252.1042848,float,km/h,9.680599036699633,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_23,1760635252.1042848,1760635252.1042848,1760635252.1042848,float,km/h,9.680599036699633,source,6.261129701135893,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_26,1760635252.1349795,1760635252.1349795,1760635252.1349795,float,C,81.2632519335192,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_26,1760635252.1349795,1760635252.1349795,1760635252.1349795,float,C,81.2632519335192,source,81.21694272467225,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_27,1760635253.0277016,1760635253.0277016,1760635253.0277016,float,C,81.26290414115132,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_27,1760635253.0277016,1760635253.0277016,1760635253.0277016,float,C,81.26290414115132,source,81.53013244433761,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_19,1760635253.106405,1760635253.106405,1760635253.106405,float,%,49.28070578488104,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_24,1760635253.106405,1760635253.106405,1760635253.106405,float,km/h,6.049975644545337,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_19,1760635253.106405,1760635253.106405,1760635253.106405,float,%,49.28070578488104,source,49.039304977483006,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_24,1760635253.106405,1760635253.106405,1760635253.106405,float,km/h,6.049975644545337,source,5.83196022340967,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_28,1760635253.9085097,1760635253.9085097,1760635253.9085097,float,C,83.75147083344163,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_28,1760635253.9085097,1760635253.9085097,1760635253.9085097,float,C,83.75147083344163,source,82.87862303868187,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_25,1760635254.1102266,1760635254.1102266,1760635254.1102266,float,km/h,8.34961124488997,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_25,1760635254.1102266,1760635254.1102266,1760635254.1102266,float,km/h,8.34961124488997,source,6.99895368001906,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_20,1760635254.359487,1760635254.359487,1760635254.359487,float,%,49.71255627910422,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_20,1760635254.359487,1760635254.359487,1760635254.359487,float,%,49.71255627910422,source,49.223108119214224,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_29,1760635254.812222,1760635254.812222,1760635254.812222,float,C,84.21780824722143,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_29,1760635254.812222,1760635254.812222,1760635254.812222,float,C,84.21780824722143,source,83.84471652347298,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_26,1760635255.1125667,1760635255.1125667,1760635255.1125667,float,km/h,17.418184026891595,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_26,1760635255.1125667,1760635255.1125667,1760635255.1125667,float,km/h,17.418184026891595,source,12.857649794748276,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_21,1760635255.6120448,1760635255.6120448,1760635255.6120448,float,%,49.54290927664664,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_21,1760635255.6120448,1760635255.6120448,1760635255.6120448,float,%,49.54290927664664,source,49.31017446171011,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_30,1760635255.6913023,1760635255.6913023,1760635255.6913023,float,C,85.11661714891761,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_30,1760635255.6913023,1760635255.6913023,1760635255.6913023,float,C,85.11661714891761,source,84.80013332717546,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_27,1760635256.1052434,1760635256.1052434,1760635256.1052434,float,km/h,15.270067730947234,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_27,1760635256.1052434,1760635256.1052434,1760635256.1052434,float,km/h,15.270067730947234,source,14.504985007708312,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_31,1760635256.579584,1760635256.579584,1760635256.579584,float,C,87.30725683237735,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_31,1760635256.579584,1760635256.579584,1760635256.579584,float,C,87.30725683237735,source,86.3660093065033,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_22,1760635256.8495207,1760635256.8495207,1760635256.8495207,float,%,49.38974945391858,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_22,1760635256.8495207,1760635256.8495207,1760635256.8495207,float,%,49.38974945391858,source,49.33120232735483,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_28,None,1760635257.1030953,1760635257.0967226,float,km/h,15.33414846300372,missing,15.33414846300372,KalmanFilter,0.7848572623188977,True,reconstructed,SimulatedStream,{}
