# Logger: CSVLogger | Started: Mon Oct 13 14:37:17 2025
stream_id,event_id,sampled_ts,arrival_ts,event_ts,datatype,unit,value,origin,reconstructed_value,reconstruction_method,confidence,reconstruction_flag,status,source,extras
speed-1,speed-1_4,1760380641.9465091,1760380641.9465091,1760380641.9465091,float,km/h,15.035585984510671,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_1,1760380638.9559436,1760380638.9559436,1760380638.9559436,float,C,70.19952646086463,source,70.10432270169882,observed,0.8336163048168764,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_0,1760380641.9624577,1760380641.9624577,1760380641.9624577,float,%,50.19039394325083,source,,,,,observed,SimulatedStream,{}
fuel-1,fuel-1_0,1760380641.9624577,1760380641.9624577,1760380641.9624577,float,%,50.19039394325083,source,50.21768160999249,observed,0.9524058233219136,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_5,1760380642.9431007,1760380642.9431007,1760380642.9431007,float,km/h,4.335735458131184,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_5,,1760380642.9586422,1760380642.943156,float,C,73.93025299126425,missing,73.93025299126425,KalmanFilter,0.3131070871408861,True,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_6,1760380643.9519708,1760380643.9519708,1760380643.9519708,float,C,70.08632153950899,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_7,,1760380644.9489756,1760380644.936249,float,km/h,19.334958136741715,missing,19.334958136741715,KalmanFilter,0.4751905581288815,True,reconstructed,SimulatedStream,{}
speed-1,speed-1_6,1760380643.9519708,1760380643.9519708,1760380643.9519708,float,km/h,2.031872877055215,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_3,1760380640.9509072,1760380640.9509072,1760380640.9509072,float,km/h,15.171055372388842,source,15.304005905044018,observed,0.91064334719591,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_7,1760380644.9489756,1760380644.9489756,1760380644.9489756,float,C,71.21623389671085,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_3,1760380640.9504428,1760380640.9504428,1760380640.9504428,float,C,71.0530291823797,source,71.21298045248989,observed,0.8357600507533264,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_8,1760380645.9474647,1760380645.9474647,1760380645.9474647,float,C,70.0,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_9,,1760380646.940983,1760380646.936249,float,km/h,16.28703417886732,missing,16.28703417886732,KalmanFilter,0.5783238770327317,True,reconstructed,SimulatedStream,{}
speed-1,speed-1_8,1760380645.9474647,1760380645.9474647,1760380645.9474647,float,km/h,4.3623532745770035,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_11,,1760380648.9396331,1760380648.936249,float,km/h,19.146189834646986,missing,19.146189834646986,KalmanFilter,0.23132736635101447,True,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_9,1760380646.9562976,1760380646.9562976,1760380646.9562976,float,C,71.03374557653726,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_4,1760380641.9465091,1760380641.9465091,1760380641.9465091,float,km/h,15.035585984510671,source,15.120147886344785,observed,0.9098816342803673,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_1,1760380646.9720843,1760380646.9720843,1760380646.9720843,float,%,49.881469099079496,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_6,1760380643.9519708,1760380643.9519708,1760380643.9519708,float,C,70.08632153950899,source,70.46426678469584,observed,0.8506828986515005,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_10,1760380647.9409719,1760380647.9409719,1760380647.9409719,float,km/h,8.819695827211943,source,,,,,observed,SimulatedStream,{}
fuel-1,fuel-1_1,1760380646.9720843,1760380646.9720843,1760380646.9720843,float,%,49.881469099079496,source,49.74060071527414,observed,0.9524284724045413,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_10,1760380647.9563959,1760380647.9563959,1760380647.9563959,float,C,70.6930365942661,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_13,,1760380650.9484859,1760380650.936249,float,km/h,16.821166266559807,missing,16.821166266559807,KalmanFilter,0.5720579935953952,True,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_11,1760380648.9562235,1760380648.9562235,1760380648.9562235,float,C,71.61826967708774,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_5,1760380642.9431007,1760380642.9431007,1760380642.9431007,float,km/h,4.335735458131184,source,4.751910061386676,observed,0.9113883774453538,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_12,1760380649.9484317,1760380649.9484317,1760380649.9484317,float,C,70.02866157773902,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_7,1760380644.9489756,1760380644.9489756,1760380644.9489756,float,C,71.21623389671085,source,71.13450950024766,observed,0.8506950672849711,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_12,1760380649.9484317,1760380649.9484317,1760380649.9484317,float,km/h,14.862589942116049,source,,,,,observed,SimulatedStream,{}
fuel-1,fuel-1_2,1760380651.9627001,1760380651.9627001,1760380651.9627001,float,%,49.72391733246921,source,50.9785027474616,observed,0.953689295462493,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_13,1760380650.9484859,1760380650.9484859,1760380650.9484859,float,C,70.0,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_16,,1760380653.9398901,1760380653.936249,float,km/h,-2.6098840889315813,missing,-2.6098840889315813,KalmanFilter,0.5883929633383136,True,reconstructed,SimulatedStream,{}
speed-1,speed-1_14,1760380651.946967,1760380651.946967,1760380651.946967,float,km/h,12.540208569469236,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_6,1760380643.9519708,1760380643.9519708,1760380643.9519708,float,km/h,2.031872877055215,source,1.601217271276667,observed,0.9116679715755981,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_14,1760380651.946967,1760380651.946967,1760380651.946967,float,C,70.0,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_8,1760380645.9474647,1760380645.9474647,1760380645.9474647,float,C,70.0,source,70.22647578284133,observed,0.8513306251520726,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_2,1760380651.9627001,1760380651.9627001,1760380651.9627001,float,%,49.72391733246921,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_20,,1760380657.9548893,1760380657.943156,float,C,69.53657275532788,missing,69.53657275532788,KalmanFilter,0.42495197089527403,True,reconstructed,SimulatedStream,{}
speed-1,speed-1_15,1760380652.9421089,1760380652.9421089,1760380652.9421089,float,km/h,9.902618873456532,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_8,1760380645.9474647,1760380645.9474647,1760380645.9474647,float,km/h,4.3623532745770035,source,3.83977381577807,observed,0.9196298511951236,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_15,1760380652.9577832,1760380652.9577832,1760380652.9577832,float,C,70.68923822024382,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_9,1760380646.9562976,1760380646.9562976,1760380646.9562976,float,C,71.03374557653726,source,70.95256987201095,observed,0.8379122276215363,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_16,1760380653.956254,1760380653.956254,1760380653.956254,float,C,70.0,source,,,,,observed,SimulatedStream,{}
fuel-1,fuel-1_3,1760380656.9640756,1760380656.9640756,1760380656.9640756,float,%,49.505580967953655,source,50.219730225537056,observed,0.9543524354834193,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_17,1760380654.948222,1760380654.948222,1760380654.948222,float,C,70.46290062870325,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_23,,1760380660.947125,1760380660.943156,float,C,71.39498152401336,missing,71.39498152401336,KalmanFilter,0.42452512126262604,True,reconstructed,SimulatedStream,{}
speed-1,speed-1_17,1760380654.948222,1760380654.948222,1760380654.948222,float,km/h,2.050995854506369,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_24,,1760380661.9440722,1760380661.936249,float,km/h,6.607929192085599,missing,6.607929192085599,KalmanFilter,0.5825571761276518,True,reconstructed,SimulatedStream,{}
speed-1,speed-1_18,1760380655.952531,1760380655.952531,1760380655.952531,float,km/h,7.191012888149083,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_10,1760380647.9409719,1760380647.9409719,1760380647.9409719,float,km/h,8.819695827211943,source,8.887787898359196,observed,0.9116346262375299,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_18,1760380655.952531,1760380655.952531,1760380655.952531,float,C,72.06028918048726,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_10,1760380647.9563959,1760380647.9563959,1760380647.9563959,float,C,70.6930365942661,source,70.73432397318821,observed,0.8378014944585099,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_19,1760380656.948457,1760380656.948457,1760380656.948457,float,C,72.26123307347869,source,,,,,observed,SimulatedStream,{}
fuel-1,fuel-1_4,1760380661.9597287,1760380661.9597287,1760380661.9597287,float,%,49.59557411884463,source,49.566994783673394,observed,0.9544763234671567,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_19,1760380656.948457,1760380656.948457,1760380656.948457,float,km/h,8.35277006856441,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_27,,1760380664.9462085,1760380664.936249,float,km/h,13.44598810621194,missing,13.44598810621194,KalmanFilter,0.5958754103014551,True,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_3,1760380656.9640756,1760380656.9640756,1760380656.9640756,float,%,49.505580967953655,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_12,1760380649.9484317,1760380649.9484317,1760380649.9484317,float,km/h,14.862589942116049,source,15.003986790287163,observed,0.9117431790741576,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_20,1760380657.9395702,1760380657.9395702,1760380657.9395702,float,km/h,7.111851353838784,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_11,1760380648.9562235,1760380648.9562235,1760380648.9562235,float,C,71.61826967708774,source,71.4851259971964,observed,0.8512492585044349,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_21,1760380658.9375358,1760380658.9375358,1760380658.9375358,float,km/h,8.404714888229165,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_29,,1760380666.946906,1760380666.936249,float,km/h,19.01906223902111,missing,19.01906223902111,KalmanFilter,0.5907282658080991,True,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_21,1760380658.9535344,1760380658.9535344,1760380658.9535344,float,C,74.28612085364983,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_30,,1760380667.948358,1760380667.943156,float,C,72.13543490321393,missing,72.13543490321393,KalmanFilter,0.41180693693865156,True,reconstructed,SimulatedStream,{}
speed-1,speed-1_22,1760380659.952766,1760380659.952766,1760380659.952766,float,km/h,6.495921654844393,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_14,1760380651.946967,1760380651.946967,1760380651.946967,float,km/h,12.540208569469236,source,12.883897557659374,observed,0.9116843742768577,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_22,1760380659.952766,1760380659.952766,1760380659.952766,float,C,74.30255654666723,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_12,1760380649.9484317,1760380649.9484317,1760380649.9484317,float,C,70.02866157773902,source,70.11944872226847,observed,0.8376364709485797,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_23,1760380660.947125,1760380660.947125,1760380660.947125,float,km/h,5.678151908027165,source,,,,,observed,SimulatedStream,{}
fuel-1,fuel-1_5,1760380666.9698665,1760380666.9698665,1760380666.9698665,float,%,49.72999474109611,source,49.59982786427108,observed,0.9544875478259045,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_24,1760380661.9597287,1760380661.9597287,1760380661.9597287,float,C,75.32648483284682,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_33,,1760380670.9400854,1760380670.936249,float,km/h,10.189538092751874,missing,10.189538092751874,KalmanFilter,0.5910458472813974,True,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_4,1760380661.9597287,1760380661.9597287,1760380661.9597287,float,%,49.59557411884463,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_15,1760380652.9421089,1760380652.9421089,1760380652.9421089,float,km/h,9.902618873456532,source,9.781634835753408,observed,0.9116882934886194,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_25,1760380662.9435925,1760380662.9435925,1760380662.9435925,float,km/h,0.9247957495623567,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_13,1760380650.9484859,1760380650.9484859,1760380650.9484859,float,C,70.0,source,69.88568894893639,observed,0.8515768911482664,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_25,1760380662.9597404,1760380662.9597404,1760380662.9597404,float,C,75.82768974863376,source,,,,,observed,SimulatedStream,{}
fuel-1,fuel-1_6,1760380671.9602745,1760380671.9602745,1760380671.9602745,float,%,49.796433219473045,source,49.783523155489185,observed,0.9544922982848283,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_26,1760380663.9381323,1760380663.9381323,1760380663.9381323,float,km/h,3.8307988711988865,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_17,1760380654.948222,1760380654.948222,1760380654.948222,float,km/h,2.050995854506369,source,2.660885864043351,observed,0.9196419411460872,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_26,1760380663.9540172,1760380663.9540172,1760380663.9540172,float,C,77.46105206456441,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_14,1760380651.946967,1760380651.946967,1760380651.946967,float,C,70.0,source,69.91537471816748,observed,0.8507882488297009,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_27,1760380664.9462085,1760380664.9462085,1760380664.9462085,float,C,76.56158676325622,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_39,,1760380676.9480717,1760380676.943156,float,C,69.84229830495073,missing,69.84229830495073,KalmanFilter,0.42106417665130635,True,reconstructed,SimulatedStream,{}
speed-1,speed-1_28,1760380665.9423585,1760380665.9423585,1760380665.9423585,float,km/h,15.590626001320247,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_40,,1760380677.9390755,1760380677.936249,float,km/h,-5.157534921862212,missing,-5.157534921862212,KalmanFilter,0.5830329112603644,True,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_28,1760380665.9586265,1760380665.9586265,1760380665.9586265,float,C,76.3282579075661,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_18,1760380655.952531,1760380655.952531,1760380655.952531,float,km/h,7.191012888149083,source,6.508412223942543,observed,0.9116406327733294,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_29,1760380666.946906,1760380666.946906,1760380666.946906,float,C,76.94905726546278,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_15,1760380652.9577832,1760380652.9577832,1760380652.9577832,float,C,70.68923822024382,source,70.66222341669524,observed,0.8378534161418705,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_5,1760380666.9698665,1760380666.9698665,1760380666.9698665,float,%,49.72999474109611,source,,,,,observed,SimulatedStream,{}
fuel-1,fuel-1_7,1760380676.9640718,1760380676.9640718,1760380676.9640718,float,%,49.83021911264606,source,49.855130208067685,observed,0.9544927962057245,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_30,1760380667.948358,1760380667.948358,1760380667.948358,float,km/h,14.22804619301796,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_42,,1760380679.9445255,1760380679.936249,float,km/h,9.988862924579816,missing,9.988862924579816,KalmanFilter,0.5959015132508784,True,reconstructed,SimulatedStream,{}
speed-1,speed-1_31,1760380668.9450674,1760380668.9450674,1760380668.9450674,float,km/h,21.35648200816574,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_19,1760380656.948457,1760380656.948457,1760380656.948457,float,km/h,8.35277006856441,source,8.575022600644783,observed,0.9117433846619426,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_31,1760380668.9450674,1760380668.9450674,1760380668.9450674,float,C,76.54489262714021,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_16,1760380653.956254,1760380653.956254,1760380653.956254,float,C,70.0,source,70.17171654758458,observed,0.8515949161771628,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_32,1760380669.9462628,1760380669.9462628,1760380669.9462628,float,C,76.57912619261536,source,,,,,observed,SimulatedStream,{}
fuel-1,fuel-1_8,1760380681.9718242,1760380681.9718242,1760380681.9718242,float,%,49.86783527933317,source,49.87464876331472,observed,0.9544929929193704,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_32,1760380669.9462628,1760380669.9462628,1760380669.9462628,float,km/h,19.721143783050685,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_20,1760380657.9395702,1760380657.9395702,1760380657.9395702,float,km/h,7.111851353838784,source,7.582598798992228,observed,0.919635940165099,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_33,1760380670.9559655,1760380670.9559655,1760380670.9559655,float,C,74.78979758136578,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_17,1760380654.948222,1760380654.948222,1760380654.948222,float,C,70.46290062870325,source,70.3980685222274,observed,0.850786702234495,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_34,1760380671.944225,1760380671.944225,1760380671.944225,float,km/h,32.59952186775283,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_48,,1760380685.954547,1760380685.943156,float,C,70.50113659786804,missing,70.50113659786804,KalmanFilter,0.42121496331586583,True,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_6,1760380671.9602745,1760380671.9602745,1760380671.9602745,float,%,49.796433219473045,source,,,,,observed,SimulatedStream,{}
fuel-1,fuel-1_9,,1760380686.965642,1760380686.9580035,float,%,49.8236358256941,missing,49.8236358256941,KalmanFilter,0.49358192545957424,True,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_34,1760380671.9602745,1760380671.9602745,1760380671.9602745,float,C,75.22218673309119,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_50,,1760380687.943092,1760380687.936249,float,km/h,7.2357946531851836,missing,7.2357946531851836,KalmanFilter,0.5831637815057119,True,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_35,1760380672.9499857,1760380672.9499857,1760380672.9499857,float,C,75.61283015911197,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_21,1760380658.9375358,1760380658.9375358,1760380658.9375358,float,km/h,8.404714888229165,source,8.346476530365546,observed,0.9116431087980147,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_35,1760380672.9499857,1760380672.9499857,1760380672.9499857,float,km/h,34.15962989235624,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_18,1760380655.952531,1760380655.952531,1760380655.952531,float,C,72.06028918048726,source,72.01379351545926,observed,0.8378574500877591,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_36,1760380673.9469762,1760380673.9469762,1760380673.9469762,float,C,77.9283314877348,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_22,1760380659.952766,1760380659.952766,1760380659.952766,float,km/h,6.495921654844393,source,6.760707033661119,observed,0.919839560538512,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_36,1760380673.9469762,1760380673.9469762,1760380673.9469762,float,km/h,25.739963407428377,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_19,1760380656.948457,1760380656.948457,1760380656.948457,float,C,72.26123307347869,source,72.37516366459582,observed,0.8515967016120547,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_37,1760380674.9444585,1760380674.9444585,1760380674.9444585,float,km/h,16.66261249893754,source,,,,,observed,SimulatedStream,{}
fuel-1,fuel-1_10,1760380691.9699254,1760380691.9699254,1760380691.9699254,float,%,49.84491772009947,source,49.84392450781559,observed,0.9526619686487728,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_37,1760380674.9444585,1760380674.9444585,1760380674.9444585,float,C,80.10522786331758,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_57,,1760380694.9436643,1760380694.936249,float,km/h,5.166778805019906,missing,5.166778805019906,KalmanFilter,0.5839853942569875,True,reconstructed,SimulatedStream,{}
speed-1,speed-1_38,1760380675.9398978,1760380675.9398978,1760380675.9398978,float,km/h,18.990199598297323,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_23,1760380660.947125,1760380660.947125,1760380660.947125,float,km/h,5.678151908027165,source,5.595359577977443,observed,0.9116459628785645,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_38,1760380675.9557133,1760380675.9557133,1760380675.9557133,float,C,82.32940745657925,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_21,1760380658.9535344,1760380658.9535344,1760380658.9535344,float,C,74.28612085364983,source,74.13068377863088,observed,0.8507868360193028,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_39,1760380676.9480717,1760380676.9480717,1760380676.9480717,float,km/h,19.66759166997101,source,,,,,observed,SimulatedStream,{}
fuel-1,fuel-1_11,1760380696.9666965,1760380696.9666965,1760380696.9666965,float,%,49.932695673642684,source,49.9273760602321,observed,0.9539581434357032,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_7,1760380676.9640718,1760380676.9640718,1760380676.9640718,float,%,49.83021911264606,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_60,,1760380697.9436655,1760380697.943156,float,C,75.90813817907164,missing,75.90813817907164,KalmanFilter,0.4212144451481418,True,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_40,1760380677.954526,1760380677.954526,1760380677.954526,float,C,81.6136449633706,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_25,1760380662.9435925,1760380662.9435925,1760380662.9435925,float,km/h,0.9247957495623567,source,1.4102475970372463,observed,0.9198431992784566,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_41,1760380678.9483683,1760380678.9483683,1760380678.9483683,float,C,84.70915577945631,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_22,1760380659.952766,1760380659.952766,1760380659.952766,float,C,74.30255654666723,source,74.42407162486066,observed,0.8378574423382348,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_41,1760380678.9483683,1760380678.9483683,1760380678.9483683,float,km/h,26.330673602797283,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_63,,1760380700.9488487,1760380700.943156,float,C,74.35504100158825,missing,74.35504100158825,KalmanFilter,0.4247569288796219,True,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_42,1760380679.9445255,1760380679.9445255,1760380679.9445255,float,C,83.70474340916903,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_64,,1760380701.9419837,1760380701.936249,float,km/h,-2.8134872442288876,missing,-2.8134872442288876,KalmanFilter,0.5842023535879783,True,reconstructed,SimulatedStream,{}
speed-1,speed-1_43,1760380680.9439402,1760380680.9439402,1760380680.9439402,float,km/h,18.81434705158443,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_64,,1760380701.9572048,1760380701.943156,float,C,74.00107763055331,missing,74.00107763055331,KalmanFilter,0.1419070922531736,True,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_43,1760380680.9586272,1760380680.9586272,1760380680.9586272,float,C,83.22596458373621,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_26,1760380663.9381323,1760380663.9381323,1760380663.9381323,float,km/h,3.8307988711988865,source,3.4618087361097203,observed,0.9116487059638115,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_44,1760380681.9408376,1760380681.9408376,1760380681.9408376,float,km/h,9.7080163605964,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_24,1760380661.9597287,1760380661.9597287,1760380661.9597287,float,C,75.32648483284682,source,75.30580101464312,observed,0.8347983835470343,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_44,1760380681.95658,1760380681.95658,1760380681.95658,float,C,84.9177429191293,source,,,,,observed,SimulatedStream,{}
fuel-1,fuel-1_12,1760380701.9722269,1760380701.9722269,1760380701.9722269,float,%,50.16342809876621,source,50.15988377436651,observed,0.9544558497688143,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_8,1760380681.9718242,1760380681.9718242,1760380681.9718242,float,%,49.86783527933317,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_68,,1760380705.9510376,1760380705.943156,float,C,75.47161658632396,missing,75.47161658632396,KalmanFilter,0.4016410735789985,True,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_45,1760380682.9483647,1760380682.9483647,1760380682.9483647,float,C,84.46326326911533,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_28,1760380665.9423585,1760380665.9423585,1760380665.9423585,float,km/h,15.590626001320247,source,14.272354249495322,observed,0.9198435267228516,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_45,1760380682.9483647,1760380682.9483647,1760380682.9483647,float,km/h,8.791927325773377,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_25,1760380662.9597404,1760380662.9597404,1760380662.9597404,float,C,75.82768974863376,source,75.82099334711629,observed,0.8372213499392259,False,reconstructed,SimulatedStream,{}
