# Started Tue Mar 31 16:06:33 2026
type,ts,scenario,constituent_id,from_state,target_state,goal_domain,transition,result,final_state,health,goal_match,trigger_event
lifecycle_decision,3,LifecycleEvaluation,dt-2,passive/available,disengaged,belonging,raise_leave_so_s,made,prepared/prepared,ideal,False,raise_leave_so_s
lifecycle_decision,3,LifecycleEvaluation,dt-3,passive/available,disengaged,belonging,raise_leave_so_s,made,prepared/prepared,ideal,False,raise_leave_so_s
lifecycle_decision,4,LifecycleEvaluation,dt-1,prepared/prepared,disengaged,belonging,raise_disengage_from_so_s,made,disengaged/disengaged,ideal,False,raise_disengage_from_so_s
lifecycle_decision,4,LifecycleEvaluation,dt-2,prepared/prepared,disengaged,belonging,raise_disengage_from_so_s,made,disengaged/disengaged,ideal,False,raise_disengage_from_so_s
lifecycle_decision,4,LifecycleEvaluation,dt-3,prepared/prepared,disengaged,belonging,raise_disengage_from_so_s,made,disengaged/disengaged,ideal,False,raise_disengage_from_so_s
lifecycle_decision,5,LifecycleEvaluation,dt-1,disengaged/disengaged,prepared,belonging,raise_prepare_for_so_s,made,prepared/prepared,ideal,False,raise_prepare_for_so_s
lifecycle_decision,5,LifecycleEvaluation,dt-2,disengaged/disengaged,prepared,belonging,raise_prepare_for_so_s,made,prepared/prepared,ideal,False,raise_prepare_for_so_s
lifecycle_decision,5,LifecycleEvaluation,dt-3,disengaged/disengaged,prepared,belonging,raise_prepare_for_so_s,made,prepared/prepared,ideal,False,raise_prepare_for_so_s
lifecycle_decision,10,LifecycleEvaluation,dt-1,prepared/prepared,available,belonging,raise_join_so_s,made,passive/available,ideal,False,raise_join_so_s
lifecycle_decision,10,LifecycleEvaluation,dt-2,prepared/prepared,available,belonging,raise_join_so_s,made,passive/available,ideal,False,raise_join_so_s
lifecycle_decision,10,LifecycleEvaluation,dt-3,prepared/prepared,available,belonging,raise_join_so_s,made,passive/available,ideal,False,raise_join_so_s
lifecycle_decision,20,LifecycleEvaluation,dt-1,passive/available,participating,belonging,raise_join_invitation,made,passive/negotiating,ideal,False,raise_join_invitation
lifecycle_decision,20,LifecycleEvaluation,dt-2,passive/available,participating,belonging,raise_join_invitation,made,passive/negotiating,ideal,False,raise_join_invitation
lifecycle_decision,20,LifecycleEvaluation,dt-3,passive/available,participating,belonging,raise_join_invitation,made,passive/negotiating,ideal,False,raise_join_invitation
lifecycle_decision,21,LifecycleEvaluation,dt-1,passive/negotiating,participating,belonging,raise_join_constellation,made,active/pending_entry,ideal,False,raise_join_constellation
lifecycle_decision,21,LifecycleEvaluation,dt-2,passive/negotiating,participating,belonging,raise_join_constellation,made,active/pending_entry,ideal,False,raise_join_constellation
lifecycle_decision,21,LifecycleEvaluation,dt-3,passive/negotiating,participating,belonging,raise_join_constellation,made,active/pending_entry,ideal,False,raise_join_constellation
lifecycle_decision,22,LifecycleEvaluation,dt-1,active/pending_entry,participating,belonging,raise_constellation_stable,made,active/full_role,ideal,False,raise_constellation_stable
lifecycle_decision,22,LifecycleEvaluation,dt-2,active/pending_entry,participating,belonging,raise_constellation_stable,made,active/full_role,ideal,False,raise_constellation_stable
lifecycle_decision,22,LifecycleEvaluation,dt-3,active/pending_entry,participating,belonging,raise_constellation_stable,made,active/full_role,ideal,False,raise_constellation_stable
lifecycle_decision,100,LifecycleEvaluation,dt-1,active/full_role,erroneous,health,raise_degrade,denied,active/full_role,defective,False,raise_degrade
lifecycle_decision,100,LifecycleEvaluation,dt-1,active/full_role,erroneous,health,raise_degrade,denied,active/full_role,faulty,False,raise_degrade
lifecycle_decision,100,LifecycleEvaluation,dt-1,active/full_role,erroneous,health,raise_degrade,made,active/restricted_role,erroneous,True,raise_degrade
lifecycle_decision,100,LifecycleEvaluation,dt-2,active/full_role,erroneous,health,raise_degrade,denied,active/full_role,defective,False,raise_degrade
lifecycle_decision,100,LifecycleEvaluation,dt-2,active/full_role,erroneous,health,raise_degrade,denied,active/full_role,faulty,False,raise_degrade
lifecycle_decision,100,LifecycleEvaluation,dt-2,active/full_role,erroneous,health,raise_degrade,made,active/restricted_role,erroneous,True,raise_degrade
lifecycle_decision,100,LifecycleEvaluation,dt-3,active/full_role,erroneous,health,raise_degrade,denied,active/full_role,defective,False,raise_degrade
lifecycle_decision,100,LifecycleEvaluation,dt-3,active/full_role,erroneous,health,raise_degrade,denied,active/full_role,faulty,False,raise_degrade
lifecycle_decision,100,LifecycleEvaluation,dt-3,active/full_role,erroneous,health,raise_degrade,made,active/restricted_role,erroneous,True,raise_degrade
lifecycle_decision,200,LifecycleEvaluation,dt-1,active/restricted_role,malfunctioning,health,raise_degrade,denied,active/restricted_role,malfunctioning,True,raise_degrade
lifecycle_decision,200,LifecycleEvaluation,dt-2,active/restricted_role,malfunctioning,health,raise_degrade,denied,active/restricted_role,malfunctioning,True,raise_degrade
lifecycle_decision,200,LifecycleEvaluation,dt-3,active/restricted_role,malfunctioning,health,raise_degrade,denied,active/restricted_role,malfunctioning,True,raise_degrade
lifecycle_decision,375,LifecycleEvaluation,dt-1,active/restricted_role,degraded,belonging,raise_degrade,made,active/pending_exit,degraded,False,raise_degrade
lifecycle_decision,375,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,375,LifecycleEvaluation,dt-2,active/restricted_role,degraded,belonging,raise_degrade,made,active/pending_exit,degraded,False,raise_degrade
lifecycle_decision,375,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,375,LifecycleEvaluation,dt-3,active/restricted_role,degraded,belonging,raise_degrade,made,active/pending_exit,degraded,False,raise_degrade
lifecycle_decision,375,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,376,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,376,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,376,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,377,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,377,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,377,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,378,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,378,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,378,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,379,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,379,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,379,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,380,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,380,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,380,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,381,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,381,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,381,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,382,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,382,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,382,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,383,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,383,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,383,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,384,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,384,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,384,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,385,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,385,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,385,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,386,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,386,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,386,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,387,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,387,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,387,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,388,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,388,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,388,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,389,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,389,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,389,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,390,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,390,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,390,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,391,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,391,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,391,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,392,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,392,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,392,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,393,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,393,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,393,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,394,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,394,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,394,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,395,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,395,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,395,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,396,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,396,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,396,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,397,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,397,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,397,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,398,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,398,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,398,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,399,LifecycleEvaluation,dt-1,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,399,LifecycleEvaluation,dt-2,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,399,LifecycleEvaluation,dt-3,active/pending_exit,participating,belonging,raise_exit_denied,denied,active/pending_exit,degraded,False,raise_exit_denied
lifecycle_decision,400,LifecycleEvaluation,dt-1,active/pending_exit,failed,belonging,raise_degrade,made,prepared/prepared,failed,False,raise_degrade
lifecycle_decision,400,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,400,LifecycleEvaluation,dt-2,active/pending_exit,failed,belonging,raise_degrade,made,prepared/prepared,failed,False,raise_degrade
lifecycle_decision,400,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,400,LifecycleEvaluation,dt-3,active/pending_exit,failed,belonging,raise_degrade,made,prepared/prepared,failed,False,raise_degrade
lifecycle_decision,400,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,401,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,401,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,401,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,402,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,402,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,402,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,403,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,403,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,403,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,404,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,404,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,404,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,405,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,405,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,405,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,406,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,406,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,406,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,407,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,407,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,407,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,408,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,408,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,408,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,409,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,409,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,409,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,410,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,410,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,410,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,411,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,411,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,411,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,412,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,412,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,412,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,413,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,413,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,413,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,414,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,414,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,414,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,415,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
